id,title,slug,image,attachment,description,published_year,class,level,writer,reviewer,translator,adapter,designer,cover_designer,ilustrator,editor,aligner,publisher,contributor,language,context,subject,format,isbn,curriculum,collation,type,edition,unit,status,category,book_type,version,price_zone_1,price_zone_2,price_zone_3,price_zone_4,price_zone_5A,price_zone_5B,created_at,updated_at,deleted_at
653,Buku Panduan Guru Pendidikan Agama Hindu dan Budi Pekerti untuk SMA/SMK Kelas X,buku-panduan-guru-pendidikan-agama-hindu-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Hindu-BG-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Hindu-BG-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,I Wayan Budha,"Wayan Paramartha, Ariantoni",,,Erwin,,,Epik Finilih,Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_hindu,Teks,978-602-244-366-7,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,113700,118500,123200,180100,189500,236900,2021-08-19 02:41:26,2023-07-12 09:27:15,
654,Pendidikan Agama Hindu dan Budi Pekerti untuk SMA/SMK Kelas X,pendidikan-agama-hindu-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Hindu-BS-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Hindu-BS-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,Ketut Budiawan,"Wayan Paramartha, Ariantoni",,,Erwin,,Tri Yuli Prasetyo,Epik Finilih,Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_hindu,Teks,978-602-244-364-3,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,96600,100700,104700,153000,161000,201300,2021-08-19 02:41:26,2023-07-12 09:27:15,
655,Buku Panduan Guru Pendidikan Agama Islam dan Budi Pekerti untuk SMA/SMK Kelas X,buku-panduan-guru-pendidikan-agama-islam-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Islam-BG-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Islam-BG-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,"Ahmad Taufik, Nurwastuti Setyowati","M. In'amuzzahidin, Achmad Zayadi",,,Rakryan Anindya Kunnarayudha,,Abdullah Ibnu Thalhah,Suwari,Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_islam,Teks,978-602-244-547-0,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,63100,65800,68400,100000,105200,131500,2021-08-19 02:41:26,2023-07-12 09:27:15,
656,Pendidikan Agama Islam dan Budi Pekerti untuk SMA/SMK Kelas X,pendidikan-agama-islam-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Islam-BS-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Islam-BS-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,"Ahmad Taufik, Nurwastuti Setyowati","M. In'amuzzahidin, Achmad Zayadi",,,Riko Rachmat Setiawan,,Abdullah Ibnu Thalhah,Suwari,Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_islam,Teks,978-602-244-455-8,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,25300,26300,27400,40000,42100,52600,2021-08-19 02:41:26,2023-07-12 09:27:15,
657,Buku Panduan Guru Pendidikan Agama Katolik dan Budi Pekerti untuk SMA/SMK Kelas X,buku-panduan-guru-pendidikan-agama-katolik-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Katolik-BG-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Katolik-BG-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,"F. Sulis Bayu Setyawan, Maman Sutarman","Yohanes Sukendar, Sumardi",,,Yosephina Sianti Djeer,,M. M. Desy Artistariswara,"Pormadi Simbolon, J. A. Dhanu Koesbyanto",Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_katolik,Teks,978-602-244-425-1,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,181700,189300,196900,287700,302800,378500,2021-08-19 02:41:26,2023-07-12 09:27:15,
658,Pendidikan Agama Katolik dan Budi Pekerti untuk SMA/SMK Kelas X,pendidikan-agama-katolik-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Katolik-BS-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Katolik-BS-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,"F. Sulis Bayu Setyawan, Maman Sutarman","Yohanes Sukendar, Sumardi",,,M.M. Desy Artistariswara,,M.M. Desy Artistariswara,"JA. Dhanu Koesbyanto, Pormadi Simbolon",Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_katolik,Teks,978-602-244-388-9,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,86200,89800,93400,136500,143700,179600,2021-08-19 02:41:26,2023-07-12 09:27:15,
659,Buku Panduan Guru Pendidikan Agama Khonghucu dan Budi Pekerti untuk SMA/SMK Kelas X,buku-panduan-guru-pendidikan-agama-khonghucu-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Khonghucu-BG-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Khonghucu-BG-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,"Kristan, Gunadi","Adji Djojo, Abdul Jamil Wahab, Tita Lauw Inniang",,,Livia Stephanie,,Alvis Haryanto,Oei May Ta,Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_khonghucu,Teks,978-602-244-482-4,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,113300,118000,122800,179400,188800,236000,2021-08-19 02:41:26,2023-07-12 09:27:15,
660,Pendidikan Agama Khonghucu dan Budi Pekerti untuk SMA/SMK Kelas X,pendidikan-agama-khonghucu-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Khonghucu-BS-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Khonghucu-BS-KLS-X.pdf,,0000-00-00,10,SMA/MA,"Gunadi, Kristan","Adji Djojo, Abdul Jamil Wahab, Tita Lauw Inniang",,,Livia Stephanie,,Alvis Haryanto,Oei May Ta,Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_khonghucu,Teks,978-602-244-480-0,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku Siswa,,139400,145200,151000,220700,232300,290300,2021-08-19 02:41:26,2023-07-12 09:27:15,
661,Buku Panduan Guru Pendidikan Agama Kristen dan Budi Pekerti untuk SMA/SMK Kelas X,buku-panduan-guru-pendidikan-agama-kristen-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Kristen-BG-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Kristen-BG-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,Julia Suleeman,"Binsar Antoni Hutabarat, Lintje H. Pellu",,,Anita Kresnasari,,"Paulus Anang, Agoes Soesiyono",Dewaki Kramadibrata,Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_kristen,Teks,978-602-244-467-1,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,198800,207100,215400,314700,331300,414100,2021-08-19 02:41:26,2023-07-12 09:27:15,
662,Pendidikan Agama Kristen dan Budi Pekerti untuk SMA/SMK Kelas X,pendidikan-agama-kristen-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Kristen-BS-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Kristen-BS-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,Julia Suleeman,"Binsar Antoni Hutabarat, Lintje H. Pellu",,,Anita Kresnasari,,"Paulus Anang, Agoes Soesiyono",Dewaki Kramadibrata,Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_kristen,Teks,978-602-244-465-7,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,77200,80500,83700,122300,128700,160900,2021-08-19 02:41:26,2023-07-12 09:27:15,
671,Buku Panduan Guru Pendidikan Kepercayaan Terhadap Tuhan Yang Maha Esa dan Budi Pekerti untuk SMA/SMK Kelas X,buku-panduan-guru-pendidikan-agama-kepercayaan-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Kepercayaan-BG-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Kepercayaan-BG-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,Nenny Siregar,"Mike M. Keraf, Amika Wardana",,,Erikson Sirait,,Sehat Simanjuntak,Ginomgom Simanjuntak,Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,kepercayaan,Teks,978-602-244-386-5,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,139000,144800,150500,220000,231600,289500,2021-08-19 02:41:26,2023-07-12 09:27:15,
672,Pendidikan Kepercayaan Terhadap Tuhan Yang Maha Esa dan Budi Pekerti untuk SMA/SMK Kelas X,pendidikan-agama-kepercayaan-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Kepercayaan-BS-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Kepercayaan-BS-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,Marubat Sitorus,"Mike M. Keraf, Amika Wardana",,,Erikson Sirait,,Sehat Simanjuntak,Ginomgom Simanjuntak,Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,kepercayaan,Teks,978-602-244-357-5,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,139000,144800,150500,220000,231600,289500,2021-08-19 02:41:26,2023-07-12 09:27:15,
682,Buku Panduan Guru Sejarah untuk SMK Kelas X,buku-panduan-guru-sejarah-untuk-smk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Sejarah-BG-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Sejarah-BG-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,Sari Oktafiana,Sumardiansyah Perdana Kusuma,,,Prescilla Oktimayati,,M Rizal Abdi,"Eka Wardana, Hartati",Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,sejarah,Teks,978-602-244-554-8,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,35000,36400,37900,55300,58200,72800,2021-08-19 02:41:26,2023-07-12 09:27:15,
683,Sejarah untuk SMK Kelas X,sejarah-untuk-smk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Sejarah-BS-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Sejarah-BS-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,Sari Oktafiana,Sumardiansyah Perdana Kusuma,,,M Rizal Abdi,,Prescilla Oktimayati,"Eka Wardana, Hartati",Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,sejarah,Teks,978-602-244-556-2,2021,-,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,8900,9300,9600,14100,14800,18500,2021-08-19 02:41:26,2023-07-12 09:27:15,
820,Buku Panduan Guru Pendidikan Agama Buddha dan Budi Pekerti untuk SMA/SMK Kelas X,buku-panduan-guru-pendidikan-agama-buddha-dan-budi-pekerti-untuk-smasmk-kelas-x,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Buddha-BG-KLS-X-Cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Buddha-BG-KLS-X.pdf,,0000-00-00,10,SMA/MA/SMK/MAK,"Kuntari, Kuswanto","Sukiman, Hesti Sadtyadi",,,Kamilul Muttaqin,,Yul Chaidir,Christina Tulalessy,Pusat Kurikulum dan Perbukuan,Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_budha,Teks,978-602-244-500-5,2021,,pdf,1,,publish,buku_sekolah_penggerak,buku_siswa,,105200,109600,114000,166500,175300,219100,2021-10-12 09:31:30,2023-07-12 09:27:15,
1117,Buku Panduan Guru Pendidikan Agama Buddha dan Budi Pekerti untuk SD Kelas II,buku-panduan-guru-pendidikan-agama-buddha-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Buddha-BG-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Buddha-BG-KLS-II.pdf,,,2,SD/MI,"Roch Aksiadi, Pujimin","Puji Sulani, Heru Suherman",,,Ulfah Yuniasti,,Cindyawan,,"Supriyatno, Caliadi, E. Oos M. Anwas, Paniran, Yanuar Adi Sutrasno, Futri Fuji Wijayanti",Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_budha,Teks,978-602-244-589-0,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,147900,154100,160300,234200,246500,308100,2022-05-09 12:49:53,2023-07-12 09:27:15,
1120,Pendidikan Agama Buddha dan Budi Pekerti untuk SD Kelas II,pendidikan-agama-buddha-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Buddha-BS-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Buddha-BS-KLS-II.pdf,,,2,SD/MI,"Pujimin, Roch Aksiadi","Puji Sulani, Heru Suherman",,,Ulfah Yuniasti,,Cindyawan,,"Supriyatno, Caliadi, E. Oos M. Anwas, Paniran, Yanuar Adi Sutrasno, Futri Fuji Wijayanti",Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_budha,Teks,978-602-244-592-0,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,128900,134200,139600,204000,214800,268400,2022-05-09 12:49:53,2023-07-12 09:27:15,
1123,Buku Panduan Guru Pendidikan Agama Hindu dan Budi Pekerti untuk SD Kelas II,buku-panduan-guru-pendidikan-agama-hindu-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Hindu-BG-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Hindu-BG-KLS-II.pdf,,,2,SD/MI,Raditya Dewa Agung Arsana,"I Nyoman Yoga Segara, Trimo",,,Suhardiman,,Kadek Ananta Bayu Prayoga,,"Supriyatno, Tri Handoko Seto, E. Oos M. Anwas, NPM Yuliarti Dewi",Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_hindu,Teks,978-602-244-578-4,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,113700,118500,123200,180100,189500,236900,2022-05-09 12:49:53,2023-07-12 09:27:15,
1126,Pendidikan Agama Hindu dan Budi Pekerti untuk SD Kelas II,pendidikan-agama-hindu-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Hindu-BS-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Hindu-BS-KLS-II.pdf,,,2,SD/MI,Raditya Dewa Agung Arsana,"I Nyoman Yoga Segara, Trimo",,,Suhardiman,,Kadek Ananta Bayu Prayoga,,"Supriyatno, Tri Handoko Seto, E. Oos M. Anwas, NPM Yuliarti Dewi",Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_hindu,Teks,978-602-244-572-2,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,84000,87500,91000,133000,140000,175000,2022-05-09 12:49:53,2023-07-12 09:27:15,
1129,Buku Panduan Guru Pendidikan Agama Islam dan Budi Pekerti untuk SD Kelas II,buku-panduan-guru-pendidikan-agama-islam-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Islam-BG-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Islam-BG-KLS-II.pdf,,,2,SD/MI,"Siti Kusrini, A. Zainal Abidin","Ahmad Sanusi, Rosmayanti Mutiara",,,Rakryan Anindya Kunnarayudha,,Reddy Fajar Ciptoadi,,"Supriyatno, Rohmat Mulyana Sapdi, E. Oos M. Anwas, Chundasah, Maharani Prananingrum",Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_islam,Teks,978-602-244-683-5,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,100300,104500,108700,158800,167200,208900,2022-05-09 12:49:53,2023-07-12 09:27:15,
1132,Pendidikan Agama Islam dan Budi Pekerti untuk SD Kelas II,pendidikan-agama-islam-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Islam-BS-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Islam-BS-KLS-II.pdf,,,2,SD/MI,"A. Zainal Abidin, Siti Kusrini","Ahmad Sanusi, Rosmayanti Mutiara",,,Rakryan Anindya Kunnarayudha,,Reddy Fajar Ciptoadi,,"Supriyatno, Rohmat Mulyana Sapdi, E. Oos M. Anwas, Chundasah, Maharani Prananingrum",Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_islam,Teks,978-602-244-672-9,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,28800,30000,31200,45600,48000,60000,2022-05-09 12:49:53,2023-07-12 09:27:15,
1135,Buku Panduan Guru Pendidikan Agama Katolik dan Budi Pekerti untuk SD Kelas II,buku-panduan-guru-pendidikan-agama-katolik-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Katolik-BG-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Katolik-BG-KLS-II.pdf,,,2,SD/MI,"Susi Bonardy, Yenny Suria","Endah Triwulan S., Salman Habeahan",,,Gabriela Elisabeth S.,,Sutadi Pria Nugraha,,"Supriyatno, Agustinus Tungga Gempa, E. Oos M. Anwas, Barnabas Ola Baba, Firman Arapenta Bangun",Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_katolik,Teks,978-602-244-696-5,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,96600,100700,104700,153000,161000,201300,2022-05-09 12:49:53,2023-07-12 09:27:15,
1138,Pendidikan Agama Katolik dan Budi Pekerti untuk SD Kelas II,pendidikan-agama-katolik-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Katolik-BS-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Katolik-BS-KLS-II.pdf,,,2,SD/MI,"Susi Bonardy, Yenny Suria","I Wayan Setioka, Salman Habeahan",,,Muhammad Azis,,"Sutadi Pria Nugraha, Muhammad Raihan Ananta",,"Supriyatno, Agustinus Tungga Gempa, E. Oos M. Anwas, Barnabas Ola Baba, Firman Arapenta Bangun",Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_katolik,Teks,978-602-244-595-1,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,53900,56200,58400,85400,89900,112300,2022-05-09 12:49:53,2023-07-12 09:27:15,
1141,Buku Panduan Guru Pendidikan Agama Khonghucu dan Budi Pekerti untuk SD Kelas II,buku-panduan-guru-pendidikan-agama-khonghucu-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Khonghucu-BG-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Khonghucu-BG-KLS-II.pdf,,,2,SD/MI,"Hanna Hadipranoto, Dewi Setiawan","Oei Kiem Hong, Suparno, M. Hamka",,,Fuji Yaohana,,Erlangga Bagus Sulistyo,,"Supriyatno, Wawan Junaedi, E. Oos M. Anwas, Khofifa Najma Iftitah, Emira Novitriani Yusuf, Wati Solihal Sukmawati",Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_khonghucu,Teks,978-602-244-732-0,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,105200,109600,114000,166500,175300,219100,2022-05-09 12:49:53,2023-07-12 09:27:15,
1144,Pendidikan Agama Khonghucu dan Budi Pekerti untuk SD Kelas II,pendidikan-agama-khonghucu-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Khonghucu-BS-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Khonghucu-BS-KLS-II.pdf,,,2,SD/MI,"Dewi Setiawan, Hanna Hadipranoto","Oei Kiem Hong, Suparno, M. Hamka",,,Fuji Yaohana,,Erlangga Bagus Sulistyo,,"Supriyatno, Wawan Junaedi, E. Oos M. Anwas, Khofifa Najma Iftitah, Emira Novitriani Yusuf, Wati Solihal Sukmawati",Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_khonghucu,Teks,978-602-244-731-3,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,146800,152900,159000,232400,244700,305800,2022-05-09 12:49:53,2023-07-12 09:27:15,
1147,Buku Panduan Guru Pendidikan Agama Kristen dan Budi Pekerti untuk SD Kelas II,buku-panduan-guru-pendidikan-agama-kristen-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Kristen-BG-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Kristen-BG-KLS-II.pdf,,,2,SD/MI,Veronica Hematang,"Melius Lahagu, Mariati Purba",,,Geofanny Lius,,Frisna Yulinda Nathasia,,"Supriyatno, Pontus Sitorus, E. Oos M. Anwas, Melius Lahagu, Ivan Riadinata, Anggraeni Dian Permatasari",Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_kristen,Teks,978-602-244-665-1,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,164600,171500,178300,260600,274300,342900,2022-05-09 12:49:53,2023-07-12 09:27:15,
1150,Pendidikan Agama Kristen dan Budi Pekerti untuk SD Kelas II,pendidikan-agama-kristen-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Kristen-BS-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Kristen-BS-KLS-II.pdf,,,2,SD/MI,Veronica Hematang,"Melius Lahagu, Mariati Purba",,,Geofanny Lius,,Frisna Yulinda Nathasia,,"Supriyatno, Pontus Sitorus, E. Oos M. Anwas, Melius Lahagu, Ivan Riadinata, Anggraeni Dian Permatasari",Pusat Kurikulum dan Perbukuan,,Indonesia,,agama_kristen,Teks,978-602-244-705-4,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,79500,82900,86200,125900,132500,165700,2022-05-09 12:49:53,2023-07-12 09:27:15,
1153,Buku Panduan Guru Pendidikan Kepercayaan Terhadap Tuhan Yang Maha Esa dan Budi Pekerti untuk SD Kelas II,buku-panduan-guru-pendidikan-kepercayaan-terhadap-tuhan-yang-maha-esa-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Kepercayaan-BG-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Kepercayaan-BG-KLS-II.pdf,,,2,SD/MI,"Surani, Tasminto","Akhmad Solikhin, Rineke Kirimang",,,Bekti Kristiaji,,Maya Rusdiana,,"Supriyatno, E. Oos M. Anwas, Emira Novitriani Yusuf, Ivan Riadinata",Pusat Kurikulum dan Perbukuan,,Indonesia,,kepercayaan,Teks,978-602-244-634-7,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,137800,143600,149300,218200,229700,287100,2022-05-09 12:49:53,2023-07-12 09:27:15,
1156,Pendidikan Kepercayaan Terhadap Tuhan Yang Maha Esa dan Budi Pekerti untuk SD Kelas II,pendidikan-kepercayaan-terhadap-tuhan-yang-maha-esa-dan-budi-pekerti-untuk-sd-kelas-ii,https://static.buku.kemdikbud.go.id/content/image/coverteks/coverkurikulum21/Kepercayaan-BS-KLS-II-cover.png,https://static.buku.kemdikbud.go.id/content/pdf/bukuteks/kurikulum21/Kepercayaan-BS-KLS-II.pdf,,,2,SD/MI,"Tasminto, Surani","Akhmad Solikhin, Rineke Kirimang",,,Bekti Kristiaji,,Maya Rusdiana,,"Supriyatno, E. Oos M. Anwas, Emira Novitriani Yusuf, Ivan Riadinata",Pusat Kurikulum dan Perbukuan,,Indonesia,,kepercayaan,Teks,978-602-244-633-0,2021,,pdf,1,Pusat Kurikulum dan Perbukuan,publish,buku_sekolah_penggerak,Buku PDF,,110900,115500,120200,175600,184800,231000,2022-05-09 12:49:53,2023-07-12 09:27:15,
